Woman,Senior,None,No,Heterosexual,Asian,Life sciences,No,,International,Strongly approve,Strongly approve,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2100-2190,,Very comfortable,It has remained the same.,Resume and cover letter assistance,Somewhat accurately,Somewhat agree
Man,Senior,"Grants, covering some costs",No,Heterosexual,Black,"Physical sciences (incl. math, CS)",No,No,International,Somewhat approve,Strongly approve,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2100-2190,,Very comfortable,It has remained the same.,I do not use any services offered by CareerLAB.,Somewhat accurately,Somewhat disagree
Man,Junior,"Grants, covering all costs",No,Heterosexual,Hispanic,"Physical sciences (incl. math, CS)",No,Yes,Domestic,Somewhat approve,Strongly approve,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2000-2090,,Somewhat comfortable,It has remained the same.,Career counseling,No opinion,No opinion
Woman,First-year,None,No,Heterosexual,,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2200-2290,,Somewhat comfortable,I am not familiar enough to answer.,The CareerLAB website,Very accurately,No opinion
Man,Senior,"Grants, covering all costs",No,Heterosexual,White,Social sciences,No,No,International,Strongly approve,Somewhat approve,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,1900-1990,,Somewhat comfortable,I am not familiar enough to answer.,"Drop-in hours, Events and info sessions, Resume and cover letter assistance, Career counseling, The Job and Internship Board, BrownConnect, The CareerLAB website",Very inaccurately,Strongly agree
Woman,Sophomore,None,No,Heterosexual,Other,"Physical sciences (incl. math, CS), Social sciences",No,No,International,No opinion,Somewhat approve,I am not eligible to vote.,They were a strong factor in my decision.,This question does not apply to me.,2100-2190,,Very comfortable,I am not familiar enough to answer.,"Resume and cover letter assistance, The Job and Internship Board",Somewhat accurately,No opinion
Man,Junior,Just loans,No,Other,White,"Humanities/arts, Social sciences",No,No,Domestic,No opinion,Somewhat disapprove,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2100-2190,35,Very comfortable,It has remained the same.,I do not use any services offered by CareerLAB.,No opinion,Somewhat disagree
Woman,Sophomore,None,No,Heterosexual,White,Humanities/arts,No,No,Domestic,No opinion,No opinion,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",I am no longer interested in becoming a doctor.,2100-2190,,Somewhat comfortable,Somewhat agree,"Drop-in hours, Events and info sessions, The Job and Internship Board, BrownConnect",Somewhat accurately,Somewhat disagree
Woman,First-year,Grants and loans,No,Heterosexual,"White, Black",Life sciences,No,Yes,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2000-2090,,Somewhat comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,No opinion,No opinion
Woman,First-year,Grants and loans,No,Heterosexual,Asian,Life sciences,No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,,Somewhat comfortable,I am not familiar enough to answer.,"Events and info sessions, BrownConnect, The CareerLAB website",Somewhat inaccurately,No opinion
Woman,Senior,None,No,Heterosexual,Asian,"Humanities/arts, Life sciences",No,No,Domestic,Somewhat approve,Strongly approve,Hillary Clinton,They were a strong factor in my decision.,,2300-2390,,Somewhat comfortable,I am not familiar enough to answer.,"Events and info sessions, BrownConnect, The CareerLAB website",Somewhat accurately,Somewhat disagree
Woman,Senior,"Grants, covering all costs",No,Heterosexual,White,Life sciences,No,Yes,Domestic,No opinion,No opinion,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,,30,Somewhat comfortable,I am not familiar enough to answer.,Events and info sessions,Somewhat accurately,Strongly disagree
Woman,Senior,None,No,Heterosexual,White,Social sciences,No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2100-2190,34,Very comfortable,It has remained the same.,"Drop-in hours, Resume and cover letter assistance, The Job and Internship Board, BrownConnect, The CareerLAB website",Somewhat inaccurately,Somewhat disagree
Woman,Sophomore,"Grants, covering some costs",No,Heterosexual,Asian,Social sciences,No,Yes,Domestic,No opinion,No opinion,Hillary Clinton,They were a minor factor in my decision.,I am no longer interested in becoming a doctor.,2100-2190,,Somewhat comfortable,Strongly agree,"Career counseling, The Job and Internship Board, BrownConnect, The CareerLAB website",Somewhat inaccurately,No opinion
Man,Senior,Grants and loans,Yes,Heterosexual,White,Social sciences,No,No,Domestic,No opinion,No opinion,I will abstain.,They were a minor factor in my decision.,This question does not apply to me.,,30,Somewhat comfortable,Somewhat agree,"Events and info sessions, Resume and cover letter assistance, The Job and Internship Board, BrownConnect",Somewhat inaccurately,No opinion
Woman,First-year,Grants and loans,No,Heterosexual,White,Humanities/arts,No,No,Domestic,Strongly approve,Somewhat approve,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",This question does not apply to me.,,35,Somewhat comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat accurately,Somewhat agree
Woman,Junior,None,No,Heterosexual,White,Humanities/arts,No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,Pre-medical courses were too challenging.,2200-2290,,Very comfortable,Somewhat agree,I do not use any services offered by CareerLAB.,Somewhat inaccurately,Somewhat disagree
Woman,Sophomore,None,No,Heterosexual,Asian,Humanities/arts,No,No,International,No opinion,Somewhat approve,I am not eligible to vote.,"I looked at college rankings, but they did not factor into my decision.",This question does not apply to me.,2300-2390,,Somewhat comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,No opinion,Somewhat disagree
Woman,First-year,"Grants, covering all costs",No,Heterosexual,Black,"Humanities/arts, Social sciences",No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,1900-1990,<29,Somewhat comfortable,,I do not use any services offered by CareerLAB.,Somewhat accurately,Somewhat agree
Woman,First-year,Grants and loans,No,Heterosexual,Asian,Social sciences,Yes,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2200-2290,,Somewhat uncomfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat accurately,No opinion
Man,First-year,None,No,Heterosexual,Asian,Life sciences,No,No,Domestic,No opinion,No opinion,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,,Somewhat comfortable,I am not familiar enough to answer.,"Drop-in hours, Events and info sessions, The CareerLAB website",No opinion,No opinion
Man,First-year,None,No,Heterosexual,Asian,Social sciences,No,No,Domestic,No opinion,No opinion,Donald Trump,They were a strong factor in my decision.,This question does not apply to me.,2300-2390,,Very comfortable,It has remained the same.,I do not use any services offered by CareerLAB.,Somewhat accurately,No opinion
Woman,Senior,Grants and loans,No,Bisexual,Black,"Physical sciences (incl. math, CS)",No,No,Domestic,No opinion,Somewhat approve,I will abstain.,They were a minor factor in my decision.,This question does not apply to me.,2200-2290,34,Somewhat comfortable,Strongly agree,"Drop-in hours, The Job and Internship Board, BrownConnect, The CareerLAB website",Very inaccurately,No opinion
Man,Sophomore,None,No,Heterosexual,White,"Humanities/arts, Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2100-2190,35,Very comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,No opinion,Somewhat agree
Woman,Senior,"Grants, covering all costs",No,Heterosexual,Black,"Physical sciences (incl. math, CS)",,No,International,Strongly approve,Strongly approve,I am not eligible to vote.,I did not look at college rankings.,This question does not apply to me.,2000-2090,,Somewhat uncomfortable,I am not familiar enough to answer.,"Drop-in hours, BrownConnect",Somewhat inaccurately,No opinion
Man,First-year,None,No,Heterosexual,White,"Humanities/arts, Social sciences",No,No,Domestic,No opinion,No opinion,Other,They were a minor factor in my decision.,This question does not apply to me.,,35,Very comfortable,I am not familiar enough to answer.,"Events and info sessions, The CareerLAB website",Very accurately,No opinion
Man,Sophomore,Grants and loans,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2300-2390,35,Somewhat comfortable,Somewhat agree,Resume and cover letter assistance,Somewhat accurately,Strongly agree
Woman,Sophomore,"Grants, covering some costs",No,Heterosexual,Black,Social sciences,No,No,Domestic,Somewhat disapprove,Somewhat approve,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",This question does not apply to me.,2100-2190,,Somewhat uncomfortable,Somewhat disagree,I do not use any services offered by CareerLAB.,Somewhat accurately,Strongly disagree
Man,Sophomore,"Grants, covering some costs",No,Heterosexual,Asian,Life sciences,No,Yes,Domestic,Somewhat disapprove,Strongly approve,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",This question does not apply to me.,2200-2290,32,Somewhat comfortable,Somewhat agree,I do not use any services offered by CareerLAB.,Very inaccurately,No opinion
Woman,Sophomore,None,No,Bisexual,White,"Humanities/arts, Life sciences",No,No,Domestic,Somewhat disapprove,Strongly approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,,Very comfortable,Strongly agree,Resume and cover letter assistance,Somewhat accurately,Somewhat disagree
Woman,Sophomore,None,No,Heterosexual,White,Life sciences,No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a strong factor in my decision.,I am no longer interested in becoming a doctor.,2100-2190,35,Somewhat comfortable,Somewhat agree,"Events and info sessions, Career counseling, BrownConnect",Somewhat inaccurately,No opinion
Woman,Junior,None,No,Heterosexual,White,"Humanities/arts, Life sciences",No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a strong factor in my decision.,I am no longer interested in becoming a doctor.,2200-2290,34,Very comfortable,Strongly agree,,Somewhat inaccurately,No opinion
Man,Senior,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",Yes,No,Domestic,Somewhat disapprove,No opinion,Hillary Clinton,I did not look at college rankings.,This question does not apply to me.,,34,Very comfortable,I am not familiar enough to answer.,"Events and info sessions, Career counseling, The Job and Internship Board, BrownConnect, The CareerLAB website",Very inaccurately,No opinion
Woman,First-year,"Grants, covering some costs",No,Bisexual,White,Humanities/arts,No,No,Domestic,Somewhat approve,Strongly approve,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2000-2090,,Somewhat comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat accurately,No opinion
Woman,First-year,Just loans,No,Heterosexual,"White, Hispanic","Humanities/arts, Social sciences",No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,,34,Somewhat comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat accurately,Somewhat disagree
Woman,First-year,Grants and loans,No,Other,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,No opinion,Strongly approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,36,Somewhat comfortable,I am not familiar enough to answer.,"Events and info sessions, The CareerLAB website",Somewhat accurately,Somewhat agree
Man,First-year,"Grants, covering some costs",No,Heterosexual,Asian,Social sciences,No,Yes,Domestic,Strongly approve,Strongly approve,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",This question does not apply to me.,,30,Somewhat comfortable,Strongly agree,I do not use any services offered by CareerLAB.,Somewhat accurately,No opinion
Woman,First-year,Grants and loans,No,Heterosexual,White,Life sciences,No,No,Domestic,Somewhat approve,No opinion,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2200-2290,34,Very comfortable,I am not familiar enough to answer.,"Events and info sessions, BrownConnect",Somewhat accurately,Strongly disagree
Woman,Sophomore,Grants and loans,Yes,Heterosexual,Asian,Life sciences,No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2100-2190,35,Very comfortable,Strongly agree,I do not use any services offered by CareerLAB.,Somewhat accurately,Somewhat agree
Man,Senior,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,No opinion,No opinion,Other,"I looked at college rankings, but they did not factor into my decision.",Pre-medical courses were too challenging.,2300-2390,36,Somewhat comfortable,I am not familiar enough to answer.,"Drop-in hours, Events and info sessions, Resume and cover letter assistance, Career counseling, The Job and Internship Board, BrownConnect, The CareerLAB website",Somewhat inaccurately,Strongly disagree
Woman,Sophomore,Just loans,No,Gay,White,"Life sciences, Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat disapprove,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,,Somewhat comfortable,Strongly agree,"Events and info sessions, The CareerLAB website",No opinion,Strongly disagree
Woman,First-year,None,No,Bisexual,Asian,Humanities/arts,No,No,Domestic,No opinion,Strongly approve,I will abstain.,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,,Somewhat comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat accurately,Strongly disagree
Man,Sophomore,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,International,Somewhat approve,Somewhat approve,I am not eligible to vote.,"I looked at college rankings, but they did not factor into my decision.",This question does not apply to me.,2200-2290,,Somewhat comfortable,Somewhat agree,I do not use any services offered by CareerLAB.,No opinion,Somewhat agree
Man,Sophomore,None,No,Heterosexual,"White, Hispanic","Physical sciences (incl. math, CS)",No,No,Domestic,No opinion,No opinion,Hillary Clinton,They were a strong factor in my decision.,,2100-2190,,Somewhat uncomfortable,Somewhat agree,The CareerLAB website,No opinion,Somewhat agree
Woman,Sophomore,None,No,Heterosexual,White,Life sciences,No,No,Domestic,Somewhat approve,No opinion,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2200-2290,34,Somewhat comfortable,Somewhat agree,Events and info sessions,Very accurately,Somewhat agree
Man,Senior,"Grants, covering some costs",No,Heterosexual,White,Humanities/arts,No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a strong factor in my decision.,I am no longer interested in becoming a doctor.,,34,Somewhat comfortable,I am not familiar enough to answer.,"Drop-in hours, Events and info sessions, Resume and cover letter assistance, Career counseling, The Job and Internship Board, BrownConnect, The CareerLAB website",Somewhat accurately,Somewhat disagree
Man,Sophomore,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Strongly approve,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,,33,Very comfortable,It has remained the same.,Events and info sessions,Somewhat accurately,Somewhat agree
Woman,Sophomore,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,No opinion,Somewhat approve,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,,34,Somewhat uncomfortable,Strongly agree,I do not use any services offered by CareerLAB.,Somewhat accurately,No opinion
Woman,First-year,"Grants, covering some costs",No,Bisexual,White,Humanities/arts,No,No,Domestic,No opinion,Strongly approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2200-2290,,Very comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,No opinion,Somewhat agree
Man,Junior,None,No,Gay,White,Life sciences,Yes,No,Domestic,Somewhat approve,Strongly approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,,33,Somewhat comfortable,Somewhat agree,"Drop-in hours, Events and info sessions, BrownConnect",Somewhat accurately,Somewhat agree
Man,Sophomore,None,No,Heterosexual,"White, Asian",Life sciences,No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,,Somewhat comfortable,Strongly agree,"The Job and Internship Board, BrownConnect, The CareerLAB website",Somewhat inaccurately,No opinion
Man,Sophomore,None,No,Heterosexual,White,Life sciences,Yes,No,Domestic,Somewhat approve,Strongly approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2100-2190,,Very comfortable,Somewhat agree,"Resume and cover letter assistance, The CareerLAB website",Somewhat accurately,No opinion
Woman,First-year,None,No,Bisexual,Asian,Humanities/arts,No,No,International,No opinion,No opinion,I am not eligible to vote.,They were a strong factor in my decision.,This question does not apply to me.,,32,Very comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat accurately,No opinion
Man,Junior,None,No,Heterosexual,Hispanic,Social sciences,Yes,No,Domestic,No opinion,No opinion,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,,,Somewhat comfortable,It has remained the same.,"Resume and cover letter assistance, The Job and Internship Board, BrownConnect, The CareerLAB website",No opinion,Somewhat agree
Man,Senior,Grants and loans,No,Heterosexual,White,"Physical sciences (incl. math, CS)",Yes,No,Domestic,No opinion,Strongly disapprove,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,,Very comfortable,I am not familiar enough to answer.,"Drop-in hours, Events and info sessions, Resume and cover letter assistance, Career counseling, The Job and Internship Board, BrownConnect, The CareerLAB website",Somewhat inaccurately,No opinion
Woman,First-year,None,No,Heterosexual,White,"Humanities/arts, Social sciences",No,No,Domestic,Strongly approve,Somewhat approve,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",This question does not apply to me.,,35,Somewhat comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat accurately,Strongly disagree
Woman,First-year,None,No,Heterosexual,White,Social sciences,No,No,Domestic,Strongly approve,Strongly approve,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",This question does not apply to me.,,,Very comfortable,I am not familiar enough to answer.,Drop-in hours,Somewhat accurately,Somewhat disagree
Woman,Sophomore,None,No,Heterosexual,White,Humanities/arts,Yes,No,Domestic,Somewhat approve,No opinion,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",This question does not apply to me.,2200-2290,,Very comfortable,Somewhat agree,"Events and info sessions, Resume and cover letter assistance, Career counseling, The Job and Internship Board, BrownConnect, The CareerLAB website",Somewhat inaccurately,No opinion
Woman,Sophomore,Grants and loans,No,Heterosexual,White,Life sciences,No,No,Domestic,No opinion,No opinion,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2300-2390,,Somewhat comfortable,Strongly agree,BrownConnect,Somewhat accurately,No opinion
Man,Junior,None,Yes,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,No opinion,I will abstain.,They were a minor factor in my decision.,This question does not apply to me.,2000-2090,,Somewhat comfortable,Somewhat agree,Events and info sessions,Somewhat accurately,No opinion
Man,Sophomore,Just loans,No,Heterosexual,Black,Humanities/arts,No,No,International,No opinion,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,1900-1990,,Very comfortable,Strongly agree,Resume and cover letter assistance,Somewhat accurately,Somewhat disagree
Man,Sophomore,"Grants, covering some costs",No,Heterosexual,White,"Humanities/arts, Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,,Very comfortable,Somewhat agree,"BrownConnect, The CareerLAB website",Somewhat accurately,Strongly agree
Woman,First-year,None,No,Heterosexual,Asian,"Humanities/arts, Social sciences",No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,,2200-2290,,No opinion,I am not familiar enough to answer.,Events and info sessions,Somewhat accurately,Strongly agree
Man,Senior,None,Yes,Heterosexual,Asian,Life sciences,No,No,Domestic,Somewhat approve,No opinion,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2200-2290,,Very comfortable,Strongly agree,"Drop-in hours, Events and info sessions, The Job and Internship Board, BrownConnect",Somewhat accurately,Strongly agree
Other,First-year,None,No,Other,White,"Life sciences, Social sciences",Yes,No,Domestic,Somewhat approve,No opinion,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,,Very comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat accurately,Somewhat agree
Woman,Senior,Grants and loans,No,Bisexual,Black,"Humanities/arts, Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat disapprove,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,,33,Somewhat comfortable,I am not familiar enough to answer.,BrownConnect,No opinion,Strongly disagree
Woman,Senior,None,No,Heterosexual,White,Life sciences,No,No,Domestic,Somewhat approve,Strongly approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2200-2290,,Somewhat comfortable,I am not familiar enough to answer.,"Resume and cover letter assistance, The Job and Internship Board, BrownConnect, The CareerLAB website",Somewhat inaccurately,Somewhat agree
Man,Junior,None,No,Gay,White,"Humanities/arts, Social sciences",No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,,Somewhat comfortable,It has remained the same.,"Drop-in hours, Resume and cover letter assistance, BrownConnect",Somewhat accurately,Somewhat agree
Man,Sophomore,None,Yes,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,No opinion,No opinion,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",I was discouraged from pursuing medical school by family members.,2300-2390,,Very comfortable,Somewhat agree,I do not use any services offered by CareerLAB.,Somewhat inaccurately,No opinion
Woman,Sophomore,None,No,Bisexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2300-2390,,No opinion,Somewhat agree,I do not use any services offered by CareerLAB.,Somewhat inaccurately,No opinion
Woman,Senior,Grants and loans,No,Heterosexual,White,Life sciences,No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,,Very comfortable,I am not familiar enough to answer.,"Drop-in hours, Events and info sessions, Resume and cover letter assistance, Career counseling, The Job and Internship Board, BrownConnect, The CareerLAB website",Very accurately,No opinion
Woman,Senior,None,No,Heterosexual,White,Life sciences,Yes,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",I was discouraged from pursuing medical school by friends or peers.,2400,35,Very comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Very inaccurately,Strongly disagree
Woman,Junior,Grants and loans,No,Heterosexual,"White, Other",Humanities/arts,No,No,Domestic,Somewhat disapprove,Somewhat approve,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2200-2290,,Somewhat comfortable,It has remained the same.,I do not use any services offered by CareerLAB.,Very inaccurately,Strongly disagree
Man,Senior,None,No,Heterosexual,White,Social sciences,Yes,No,Domestic,Strongly approve,Strongly approve,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",This question does not apply to me.,,33,Very comfortable,I am not familiar enough to answer.,"Drop-in hours, Events and info sessions, Resume and cover letter assistance, The Job and Internship Board, BrownConnect, The CareerLAB website",Very inaccurately,Somewhat agree
Man,First-year,Grants and loans,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,No opinion,No opinion,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2200-2290,34,Somewhat comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,No opinion,No opinion
Man,First-year,None,No,Heterosexual,White,Life sciences,No,No,Domestic,Somewhat approve,Strongly approve,Gary Johnson,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,,Somewhat comfortable,I am not familiar enough to answer.,Events and info sessions,Somewhat accurately,Strongly agree
Man,First-year,"Grants, covering all costs",No,Heterosexual,"White, Asian, Hispanic","Physical sciences (incl. math, CS)",No,No,International,No opinion,No opinion,I am not eligible to vote.,They were a minor factor in my decision.,This question does not apply to me.,2200-2290,34,Somewhat comfortable,Strongly agree,"Events and info sessions, Career counseling",Somewhat accurately,No opinion
Woman,First-year,Grants and loans,No,Heterosexual,Asian,Humanities/arts,No,No,Domestic,Somewhat approve,Somewhat approve,Hillary Clinton,They were a strong factor in my decision.,This question does not apply to me.,2100-2190,32,Somewhat comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat inaccurately,Strongly disagree
Man,Junior,Grants and loans,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,Yes,Domestic,No opinion,No opinion,I will abstain.,They were a strong factor in my decision.,This question does not apply to me.,2300-2390,36,Very comfortable,Strongly disagree,"Events and info sessions, Career counseling, BrownConnect, The CareerLAB website",Somewhat accurately,Strongly disagree
Woman,Senior,"Grants, covering all costs",No,Bisexual,"White, Asian","Life sciences, Social sciences",No,Yes,Domestic,No opinion,Strongly approve,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",I am no longer interested in becoming a doctor.,2100-2190,34,Very comfortable,Strongly agree,"Drop-in hours, Events and info sessions, Resume and cover letter assistance, The Job and Internship Board, BrownConnect, The CareerLAB website",Somewhat inaccurately,Strongly disagree
Woman,Junior,None,No,Heterosexual,White,Humanities/arts,No,No,Domestic,Somewhat disapprove,Strongly disapprove,Hillary Clinton,I did not look at college rankings.,I was discouraged from pursuing medical school by my pre-medical advising experience.,,35,Somewhat comfortable,I am not familiar enough to answer.,"Resume and cover letter assistance, The Job and Internship Board, The CareerLAB website",Very inaccurately,Strongly disagree
Woman,First-year,"Grants, covering some costs",No,Heterosexual,Other,Social sciences,No,Yes,Domestic,No opinion,Somewhat approve,Jill Stein,They were a minor factor in my decision.,I am no longer interested in becoming a doctor.,2100-2190,,Somewhat comfortable,I am not familiar enough to answer.,I do not use any services offered by CareerLAB.,Somewhat inaccurately,Somewhat disagree
Woman,Sophomore,None,No,Heterosexual,"White, Asian",Humanities/arts,Yes,No,Domestic,No opinion,No opinion,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2200-2290,,Somewhat comfortable,It has remained the same.,"Drop-in hours, Resume and cover letter assistance, The Job and Internship Board, The CareerLAB website",Somewhat inaccurately,No opinion
Woman,Sophomore,None,No,Heterosexual,"White, Hispanic",Humanities/arts,Yes,No,Domestic,Somewhat disapprove,Strongly approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2200-2290,34,Somewhat uncomfortable,It has remained the same.,Career counseling,No opinion,Strongly disagree
Woman,First-year,"Grants, covering some costs",No,Heterosexual,Asian,"Life sciences, Physical sciences (incl. math, CS)",No,No,Domestic,Somewhat approve,No opinion,I am not eligible to vote.,They were a minor factor in my decision.,This question does not apply to me.,2000-2090,29,Very comfortable,I am not familiar enough to answer.,"Events and info sessions, The Job and Internship Board, BrownConnect, The CareerLAB website",Somewhat accurately,Strongly disagree
Man,Senior,"Grants, covering some costs",No,Heterosexual,"White, Hispanic",Humanities/arts,No,No,Domestic,No opinion,Somewhat approve,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2200-2290,36,Very comfortable,Strongly agree,The CareerLAB website,Very inaccurately,No opinion
Woman,Junior,None,No,Heterosexual,"White, Asian",Life sciences,Yes,No,Domestic,Somewhat approve,Strongly approve,Hillary Clinton,"I looked at college rankings, but they did not factor into my decision.",This question does not apply to me.,2100-2190,33,Somewhat comfortable,Somewhat agree,I do not use any services offered by CareerLAB.,Somewhat inaccurately,Somewhat agree
Woman,First-year,None,No,Other,White,Humanities/arts,No,No,Domestic,Strongly approve,No opinion,Hillary Clinton,They were a minor factor in my decision.,This question does not apply to me.,2300-2390,,Very comfortable,I am not familiar enough to answer.,"Events and info sessions, The CareerLAB website",Somewhat accurately,Somewhat disagree
